# New HSK word list (January 2012) V1.0
# Level 1 to 6 -- 5000 words
# Source : http://cedric.hartland.free.fr
# hsk source list from http://www.davidpetersson.com
# Translations from CEDICT Dictionary (see http://www.mdbg.net)
# Distributed under Creative Commons BY-NC licence
#Level	Identifier	Hanzi	PinYin	Translations
6	3038	泛滥	fàn làn	to be in flood, to overflow (the banks), to inundate, to spread unchecked,
6	3039	贩卖	fàn mài	to sell, to peddle, to traffic,
6	3040	方位	fāng wèi	direction, points of the compass, bearing, position, azimuth,
6	3041	方言	fāng yán	dialect,
6	3042	方针	fāng zhēn	policy, guidelines, CL:個|个[gè],
6	3043	防守	fáng shǒu	to defend, to protect (against),
6	3044	防疫	fáng yì	disease prevention, protection against epidemic,
6	3045	防御	fáng yù	defense, to defend,
6	3046	防止	fáng zhǐ	to prevent, to guard against, to take precautions,
6	3047	防治	fáng zhì	prevention and cure,
6	3048	纺织	fǎng zhī	spinning and weaving,
6	3049	放大	fàng dà	to enlarge, to magnify,
6	3050	放射	fàng shè	to radiate, radioactive,
6	3051	放手	fàng shǒu	to let go one's hold, to give up, to have a free hand,
6	3052	非法	fēi fǎ	illegal,
6	3053	飞禽走兽	fēi qín zǒu shòu	birds and animals, the beasts of the field and the birds of the air,
6	3054	飞翔	fēi xiáng	to fly,
6	3055	飞跃	fēi yuè	to leap,
6	3056	肥沃	féi wò	fertile,
6	3057	诽谤	fěi bàng	to slander, to libel,
6	3058	匪徒	fěi tú	gangster, bandit,
6	3059	废除	fèi chú	to abolish, to abrogate, to repeal,
6	3060	废墟	fèi xū	ruins,
6	3061	沸腾	fèi téng	boiling, ebullition,
6	3062	分辨	fēn biàn	to distinguish, to differentiate, to resolve,
6	3063	分寸	fēn cùn	propriety, appropriate behavior, proper speech or action, within the norms,
6	3064	分红	fēn hóng	a bonus, to award a bonus,
6	3065	分解	fēn jiě	to resolve, to decompose, to break down,
6	3066	分裂	fēn liè	to split up, to divide, to break up, fission, schism,
6	3067	分泌	fēn mì	to secrete, secretion,
6	3068	分明	fēn míng	clearly demarcated, sharply contoured,
6	3069	分歧	fēn qí	difference (of opinion, position), bifurcation,
6	3070	分散	fēn sàn	to scatter, to disperse, to distribute,
6	3071	分手	fēn shǒu	to split up, to break up,
6	3072	吩咐	fēn fù	to tell, to instruct, to command,
6	3073	坟墓	fén mù	sepulcher, tomb,
6	3074	粉末	fěn mò	fine powder, dust,
6	3075	粉色	fěn sè	white, light pink, erotic, beautiful woman, powdered (with make-up),
6	3076	粉碎	fěn suì	to crush, to smash, to shatter,
6	3077	分量	fèn liang	quantity, weight, measure,
6	3078	风暴	fēng bào	storm, violent commotion, fig. crisis (e.g. revolution, uprising, financial crisis etc),
6	3079	风度	fēng dù	elegance (for men), elegant demeanor, grace, poise,
6	3080	风光	fēng guāng	scene, view, sight, landscape, to be well-regarded, to be well-off, grand (topolect), impressive (topolect),
6	3081	风气	fēng qì	general mood, atmosphere, common practice,
6	3082	风趣	fēng qù	humor, wit, humorous, witty,
6	3083	风土人情	fēng tǔ rén qíng	local conditions and customs (idiom),
6	3084	风味	fēng wèi	local flavor, local style,
6	3085	封闭	fēng bì	to seal, to close, to confine, to seal off, to close down, sealed, confined, closed, unreceptive,
6	3086	封建	fēng jiàn	system of enfeoffment, feudalism, feudal, feudalistic,
6	3087	封锁	fēng suǒ	to blockade, to seal off,
6	3088	丰满	fēng mǎn	ample, well developed, fully rounded,
6	3089	丰盛	fēng shèng	rich, sumptuous,
6	3090	丰收	fēng shōu	bumper harvest,
6	3091	锋利	fēng lì	sharp (e.g. knife blade), incisive, to the point,
6	3092	逢	féng	to meet by chance, to come across, to fawn upon,
6	3093	奉献	fèng xiàn	to consecrate, to dedicate, to devote,
6	3094	否决	fǒu jué	veto,
6	3095	夫妇	fū fù	a (married) couple, husband and wife, CL:對|对[duì],
6	3096	夫人	fū ren	lady, madam, Mrs., CL:位[wèi],
6	3097	敷衍	fū yǎn	to elaborate (on a theme), to expound (the classics), perfunctory, to skimp, to botch, to do sth half-heartedly or just for show, barely enough to get by,
6	3098	幅度	fú dù	width, extent, range, scope,
6	3099	服气	fú qì	to be convinced, to accept,
6	3100	符号	fú hào	symbol, mark, sign,
6	3101	福利	fú lì	(material) welfare, well-being,
6	3102	福气	fú qi	good fortune, to enjoy good fortune,
6	3103	俘虏	fú lǔ	captive,
6	3104	辐射	fú shè	radiation,
6	3105	腐败	fǔ bài	corruption, to corrupt, to rot, rotten,
6	3106	腐烂	fǔ làn	to rot, to become gangrenous,
6	3107	腐蚀	fǔ shí	corrosion, to corrode (degrade chemically), to rot, corruption,
6	3108	腐朽	fǔ xiǔ	rotten, decayed, decadent, degenerate,
6	3109	辅助	fǔ zhù	to assist, to aid, supplementary, auxiliary, subsidiary,
6	3110	抚养	fǔ yǎng	to foster, to bring up, to raise,
6	3111	俯仰	fǔ yǎng	lowering and raising of the head, (fig.) small move, pitch (position angle),
6	3112	富裕	fù yù	prosperous, well-to-do, well-off,
6	3113	副	fù	secondary, auxiliary, deputy, assistant, vice-, abbr. for 副詞|副词 adverb, classifier for pairs, sets of things & facial expressions,
6	3114	副作用	fù zuò yòng	side effect,
6	3115	负担	fù dān	burden, to bear a burden,
6	3116	覆盖	fù gài	to cover,
6	3117	附和	fù hè	to parrot, to crib, to copy sb's action or words, to trail sb's footsteps, copy-cat,
6	3118	附件	fù jiàn	enclosure, attachment (email), appendix,
6	3119	附属	fù shǔ	subsidiary, auxiliary, attached, affiliated, subordinate, subordinating,
6	3120	复活	fù huó	resurrection,
6	3121	复兴	fù xīng	to revive, to rejuvenate,
6	3122	腹泻	fù xiè	diarrhea, to have the runs,
6	3123	赋予	fù yǔ	to assign, to entrust (a task), to give, to bestow,
6	3124	改良	gǎi liáng	to improve,
6	3125	盖章	gài zhāng	to affix a seal (to sth),
6	3126	干旱	gān hàn	drought, arid, dry,
6	3127	干扰	gān rǎo	to interfere, obstruction,
6	3128	干涉	gān shè	to interfere, to meddle, interference,
6	3129	干预	gān yù	to meddle, to intervene, intervention,
6	3130	尴尬	gān gà	awkward, embarrassed,
6	3131	甘心	gān xīn	to be willing to, to resign oneself to,
6	3132	感慨	gǎn kǎi	to sigh with sorrow, regret etc, rueful, deeply moved,
6	3133	感染	gǎn rǎn	infection, to infect, to influence,
6	3134	干劲	gàn jìn	enthusiasm for doing sth,
6	3135	纲领	gāng lǐng	program, guiding principle,
6	3136	港口	gǎng kǒu	port, harbor,
6	3137	港湾	gǎng wān	natural harbor, bay serving as harbor,
6	3138	岗位	gǎng wèi	a post, a job,
6	3139	杠杆	gàng gǎn	lever, pry bar, crowbar, financial leverage,
6	3140	高超	gāo chāo	excellent, superlative,
6	3141	高潮	gāo cháo	high tide, high water, upsurge, climax, orgasm, chorus (part of a song),
6	3142	高峰	gāo fēng	peak, summit, height,
6	3143	高考	gāo kǎo	college entrance exam (abbr. for 普通高等學校招生全國統一考試|普通高等学校招生全国统一考试), entrance exam for senior government service posts (Taiwan),
6	3144	高明	gāo míng	brilliant, superior, tall and bright,
6	3145	高尚	gāo shàng	noble, lofty, refined, exquisite,
6	3146	高涨	gāo zhǎng	upsurge, (tensions etc) run high,
6	3147	稿件	gǎo jiàn	rough draft, material contributing to a final document,
6	3148	告辞	gào cí	to say goodbye, to take one's leave,
6	3149	告诫	gào jiè	to warn, to admonish,
6	3150	割	gē	to cut, to cut apart,
6	3151	搁	gē	to place, to put aside, to shelve,
6	3152	疙瘩	gē da	swelling or lump on skin, pimple, knot, preoccupation, problem,
6	3153	歌颂	gē sòng	to sing the praises of, to extol, to eulogize,
6	3154	隔阂	gé hé	estrangement,
6	3155	隔离	gé lí	to separate, to isolate,
6	3156	格局	gé jú	structure, pattern, layout,
6	3157	格式	gé shì	form, specification, format,
6	3158	个体	gè tǐ	individual,
6	3159	各抒己见	gè shū jǐ jiàn	everyone gives their own view,
6	3160	根深蒂固	gēn shēn dì gù	deep-rooted (problem etc),
6	3161	根源	gēn yuán	origin, root (cause),
6	3162	跟前	gēn qián	in front of, close to, nearby, the time just before,
6	3163	跟随	gēn suí	to follow,
6	3164	跟踪	gēn zōng	to follow sb's tracks, to tail, to shadow,
6	3165	耕地	gēng dì	arable land, to plow land,
6	3166	更新	gēng xīn	to replace the old with new, to renew, to renovate, to upgrade, to update, to regenerate,
6	3167	更正	gēng zhèng	to correct, to make a correction,
6	3168	公安局	gōng ān jú	public security bureau,
6	3169	公道	gōng dao	fair, equitable,
6	3170	公告	gōng gào	post, announcement,
6	3171	公关	gōng guān	public relations,
6	3172	公民	gōng mín	citizen,
6	3173	公婆	gōng pó	husband's parents, parents-in-law,
6	3174	公然	gōng rán	openly, publicly, undisguised,
6	3175	公认	gōng rèn	publicly known (to be), accepted (as),
6	3176	公式	gōng shì	formula,
6	3177	公务	gōng wù	official business,
6	3178	公正	gōng zhèng	just, fair, equitable,
6	3179	公证	gōng zhèng	notarization, notarized, acknowledgement,
6	3180	供不应求	gōng bù yìng qiú	supply does not meet demand,
6	3181	供给	gōng jǐ	to furnish, to provide, supply (as in supply and demand),
6	3182	工夫	gōng fu	time, spare time, skill, labor, effort,
6	3183	工艺品	gōng yì pǐn	handicraft article, handiwork, CL:個|个[gè],
6	3184	宫殿	gōng diàn	palace, CL:座[zuò],
6	3185	功课	gōng kè	homework, assignment, task, classwork, lesson, study, CL:門|门[mén],
6	3186	功劳	gōng láo	contribution, meritorious service, credit,
6	3187	功效	gōng xiào	efficacy,
6	3188	攻击	gōng jī	to attack, to accuse, to charge, an attack (terrorist or military),
6	3189	攻克	gōng kè	to capture, to take, to overcome, to solve,
6	3190	恭敬	gōng jìng	deferential, respectful,
6	3191	巩固	gǒng gù	to consolidate, consolidation, to strengthen,
6	3192	共和国	gòng hé guó	republic,
6	3193	共计	gòng jì	to sum up to, to total,
6	3194	共鸣	gòng míng	resonance (physics), sympathetic response to sth,
6	3195	勾结	gōu jié	to collude with, to collaborate with, to gang up with,
6	3196	钩子	gōu zi	hook,
6	3197	构思	gòu sī	to design, to plot, to plan out, to compose, to draw a mental sketch, conception, plan, idea, composition,
6	3198	孤独	gū dú	lonely, solitary,
6	3199	孤立	gū lì	isolate, isolated,
6	3200	辜负	gū fù	to fail to live up (to expectations), unworthy (of trust), to let down, to betray (hopes), to disappoint,
6	3201	姑且	gū qiě	temporarily, the time being, for the moment, provisional, tentatively,
6	3202	古董	gǔ dǒng	curio, antique,
6	3203	古怪	gǔ guài	eccentric, grotesque, oddly, queer,
6	3204	股东	gǔ dōng	shareholder, stockholder,
6	3205	股份	gǔ fèn	a share (in a company), stock,
6	3206	鼓动	gǔ dòng	to agitate, to arouse, to instigate, to encite,
6	3207	骨干	gǔ gàn	diaphysis (long segment of a bone), fig. backbone,
6	3208	固然	gù rán	admittedly (it's true that...),
6	3209	固有	gù yǒu	intrinsic to sth, inherent, native,
6	3210	固执	gù zhí	obstinate, stubborn,
6	3211	顾虑	gù lǜ	misgivings, apprehensions,
6	3212	顾问	gù wèn	adviser, consultant,
6	3213	故乡	gù xiāng	home, homeland, native place, CL:個|个[gè],
6	3214	故障	gù zhàng	malfunction, breakdown, defect, shortcoming, fault, failure, impediment, error, bug (in software),
6	3215	拐杖	guǎi zhàng	crutches, crutch, walking stick,
6	3216	关照	guān zhào	to take care, to keep an eye on, to look after, to tell, to remind,
6	3217	官方	guān fāng	official, (by the) government,
6	3218	观光	guān guāng	to tour, sightseeing, tourism,
6	3219	管辖	guǎn xiá	to administer, to have jurisdiction (over),
6	3220	罐	guàn	can, jar, pot,
6	3221	贯彻	guàn chè	to implement, to put into practice, to carry out,
6	3222	灌溉	guàn gài	to irrigate,
6	3223	惯例	guàn lì	convention, usual practice,
6	3224	光彩	guāng cǎi	luster, splendor, radiance, brilliance,
6	3225	光辉	guāng huī	radiance, glory, brilliant, magnificent,
6	3226	光芒	guāng máng	rays of light, brilliant rays, radiance,
6	3227	广阔	guǎng kuò	wide, vast,
6	3228	规范	guī fàn	norm, standard, specification, regulation, rule, within the rules, to fix rules, to regulate, to specify,
6	3229	规格	guī gé	standard, norm, specification,
6	3230	规划	guī huà	to plan (how to do sth), planning, plan, program,
6	3231	规章	guī zhāng	rule, regulation,
6	3232	归根到底	guī gēn dào dǐ	(saying) to sum it up...,
6	3233	归还	guī huán	to return sth, to revert,
6	3234	归纳	guī nà	to sum up, to summarize, to conclude from facts, induction (method of deduction in logic),
6	3235	轨道	guǐ dào	orbit, railway or tram line, fig. conventional way of thinking,
6	3236	跪	guì	to kneel,
6	3237	贵族	guì zú	lord, nobility, nobleman, noblewoman, aristocrat, aristocracy,
6	3238	棍棒	gùn bàng	club,
6	3239	国防	guó fáng	national defense,
6	3240	国务院	Guó Wù Yuàn	State Council (PRC), State Department (USA),
6	3241	果断	guǒ duàn	firm, decisive,
6	3242	过度	guò dù	excessive, over-, excess, going too far, extravagant, intemperate, overdue,
6	3243	过渡	guò dù	to cross over (by ferry), transition, interim, caretaker (administration),
6	3244	过奖	guò jiǎng	to over-praise, to flatter,
6	3245	过滤	guò lǜ	to filter, filter,
6	3246	过失	guò shī	defect, fault,
6	3247	过问	guò wèn	to show an interest in, to get involved with,
6	3248	过瘾	guò yǐn	to satisfy a craving, to get a kick out of sth, gratifying, immensely enjoyable, satisfying, fulfilling,
6	3249	过于	guò yú	too much, excessively,
6	3250	嗨	hāi	oh alas, hey!, hi! (loanword),
6	3251	海拔	hǎi bá	height above sea level, elevation,
6	3252	海滨	hǎi bīn	shore, seaside,
6	3253	含糊	hán hú	obscurity, vague,
6	3254	含义	hán yì	meaning (implicit in a phrase), implied meaning, hidden meaning, hint, connotation,
6	3255	寒暄	hán xuān	exchanging conventional greetings, to talk about the weather,
6	3256	罕见	hǎn jiàn	rare, rarely seen,
6	3257	捍卫	hàn wèi	to defend, to uphold, to safeguard,
6	3258	航空	háng kōng	aviation,
6	3259	航天	háng tiān	space flight,
6	3260	航行	háng xíng	to sail, to fly, to navigate,
6	3261	行列	háng liè	procession,
6	3262	豪迈	háo mài	bold, open-minded, heroic,
6	3263	毫米	háo mǐ	millimeter,
6	3264	毫无	háo wú	not in the least, to completely lack,
6	3265	号召	hào zhào	to call, to appeal,
6	3266	耗费	hào fèi	to waste, to spend, to consume, to squander,
6	3267	好客	hào kè	hospitality, to treat guests well, to enjoy having guests, hospitable, friendly,
6	3268	呵	hē	expel breath, my goodness,
6	3269	和蔼	hé ǎi	kindly, nice, amiable,
6	3270	和解	hé jiě	to settle (a dispute out of court), to reconcile, settlement, conciliation, to become reconciled,
6	3271	和睦	hé mù	peaceful relations, harmonious,
6	3272	和气	hé qi	friendly, polite, amiable,
6	3273	和谐	hé xié	harmonious, harmony,
6	3274	合并	hé bìng	to merge, to annex,
6	3275	合成	hé chéng	to compose, to constitute, compound, synthesis, mixture, synthetic,
6	3276	合乎	hé hū	to accord with, conforming to,
6	3277	合伙	hé huǒ	to act jointly, to form a partnership,
6	3278	合身	hé shēn	well-fitting (of clothes),
6	3279	合算	hé suàn	worthwhile, be a good deal, be a bargain, reckon up, calculate,
6	3280	嘿	hēi	hey,
6	3281	痕迹	hén jì	vestige, mark, trace,
6	3282	狠心	hěn xīn	callous, heartless,
6	3283	恨不得	hèn bu dé	wishing one could do sth, to hate to be unable, itching to do sth, can't wait for, to wish one could do sth, to desire strongly,
6	3284	哼	hēng	to groan, to snort, to hum, to croon, humph!,
6	3285	哄	hōng	roar of laughter (onomatopoeia), hubbub, to roar (as a crowd),
6	3286	烘	hōng	to bake, to heat by fire, to set off by contrast,
6	3287	轰动	hōng dòng	to cause a sensation,
6	3288	红包	hóng bāo	lit. money wrapped in red as a gift, a bonus payment, a kickback, a bribe,
6	3289	宏观	hóng guān	macro-, macroscopic, holistic,
6	3290	宏伟	hóng wěi	grand, imposing, magnificent,
